ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (atm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.8011,7.4773,7.003,1.2679,6.9843,6.7663,0.0635,0.1892,0.1953,-0.0124,0.0033,0.0047,312.619,-28.8,38.1,-32.1,23.17,-45.46,-10.59,2.0,0.98267,72.202,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1476681,2018-03-12 16:45:55:575
1.916,6.6773,7.2473,1.2753,6.9791,6.7703,0.7915,-0.1914,0.2449,0.0052,-0.0116,0.0079,318.1067,-28.8,38.85,-30.75,23.32,-45.42,-10.61,2.0,0.98268,72.026,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1477181,2018-03-12 16:45:56:075
2.3759,6.3803,7.4868,1.4129,6.9088,6.8149,0.9433,-0.4965,0.7163,-0.0161,0.0044,-0.0166,322.1087,-28.35,40.05,-30.6,21.62,-45.03,-11.46,2.0,0.98271,71.553,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1477682,2018-03-12 16:45:56:576
3.2476,6.3899,7.7359,1.6282,6.7974,6.8786,1.511,-0.4404,0.751,-0.014,0.0086,0.0153,312.9626,-27.75,39.15,-30.45,21.44,-44.24,-12.75,2.0,0.98273,72.314,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1478181,2018-03-12 16:45:57:075
3.3578,6.3229,7.7694,1.8244,6.698,6.9267,1.4533,-0.449,0.8218,0.0137,-0.0068,0.0031,302.0802,-27.9,39.3,-29.85,20.26,-43.25,-14.49,2.0,0.98276,72.014,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1478682,2018-03-12 16:45:57:576
3.4488,6.2127,7.5491,1.9721,6.6302,6.9514,1.4607,-0.427,0.6215,0.0131,-0.0068,-0.0033,285.8959,-28.5,39.9,-29.55,20.29,-42.8,-15.31,2.0,0.98279,72.106,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1479182,2018-03-12 16:45:58:076
2.5291,6.7061,7.0078,1.9661,6.648,6.936,0.569,0.0593,0.0968,-0.0071,0.0076,-0.0134,264.5674,-27.0,39.75,-28.2,19.22,-42.57,-15.8,2.0,0.98282,72.512,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1479681,2018-03-12 16:45:58:575
2.0932,6.9264,6.8785,1.9491,6.6719,6.9178,0.1778,0.3291,0.2981,-0.0279,0.0262,-0.0049,247.7145,-27.15,39.45,-28.8,19.02,-42.78,-15.74,2.0,0.98281,72.413,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1480181,2018-03-12 16:45:59:075
1.461,7.0797,7.003,1.952,6.6854,6.904,-0.3868,0.5992,0.143,-0.0066,0.0059,-1.0E-4,251.1872,-28.65,40.05,-29.85,20.05,-42.96,-15.67,2.0,0.98282,71.96,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1480681,2018-03-12 16:45:59:575
1.4993,7.7024,6.9839,1.9369,6.705,6.8892,-0.3023,0.9372,0.0569,-0.005,0.0107,-1.0E-4,244.0096,-27.75,38.85,-31.65,18.54,-43.0,-15.63,2.0,0.98282,73.63,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1481182,2018-03-12 16:46:00:076
1.4035,7.5731,7.0222,1.9012,6.7106,6.8937,-0.4981,0.8613,0.1156,0.0067,-0.0084,-0.0069,235.697,-28.2,38.1,-30.75,19.4,-43.09,-15.42,2.0,0.98282,73.246,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1481681,2018-03-12 16:46:00:575
1.3316,7.3431,6.7827,1.8928,6.703,6.9034,-0.5574,0.6546,-0.0971,-0.0221,0.023,0.0064,238.2968,-28.2,37.8,-32.1,18.88,-43.12,-15.48,2.0,0.98285,71.935,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1482182,2018-03-12 16:46:01:076
1.3364,7.4773,6.7587,1.8776,6.7146,6.8963,-0.6347,0.7537,-0.0183,-0.0051,0.0118,0.0022,238.9491,-28.5,37.8,-31.65,19.88,-43.2,-15.26,2.0,0.98284,72.752,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1482681,2018-03-12 16:46:01:575
1.7627,7.4485,7.0701,1.8802,6.7152,6.895,-0.1004,0.598,-0.1019,0.0173,-0.0196,1.0E-4,238.2481,-27.3,40.35,-30.15,18.66,-43.2,-15.22,2.0,0.98287,72.444,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1483181,2018-03-12 16:46:02:075
2.7974,6.7827,6.9264,1.9109,6.6918,6.9093,0.7727,0.0635,0.1894,0.029,-0.0298,0.0086,237.7212,-29.25,39.9,-30.75,19.87,-43.12,-15.26,2.0,0.98289,72.39,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1483681,2018-03-12 16:46:02:575
3.1039,6.1839,7.4533,1.9426,6.674,6.9177,1.353,-0.145,0.6042,-3.0E-4,-0.0042,0.0128,235.8688,-27.9,40.05,-27.75,20.23,-42.9,-15.58,2.0,0.98293,72.431,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1484181,2018-03-12 16:46:03:075
3.3003,6.3181,7.415,1.9988,6.6444,6.9301,1.4466,-0.2501,0.7952,0.0109,-0.0042,0.0112,232.8928,-26.55,39.75,-30.15,18.16,-42.73,-15.96,2.0,0.98292,72.018,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1484681,2018-03-12 16:46:03:575
3.1039,6.5384,7.6449,2.0534,6.6181,6.9393,0.9491,-0.1702,0.5977,0.0072,0.0097,0.0256,228.0063,-27.45,41.25,-30.0,17.62,-42.47,-16.43,2.0,0.98292,71.899,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1485181,2018-03-12 16:46:04:075
2.4046,6.7635,7.1324,2.0513,6.6204,6.9378,0.484,0.1279,0.3092,-3.0E-4,0.0166,0.0187,223.4681,-26.55,40.8,-31.35,17.12,-42.45,-16.48,2.0,0.98291,72.874,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1485681,2018-03-12 16:46:04:575
1.8537,6.7587,7.0174,2.0316,6.6305,6.9339,0.2524,0.5354,0.274,0.0082,-0.0111,-0.0085,222.0614,-28.35,40.05,-28.95,19.24,-42.54,-16.34,2.0,0.98291,73.027,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1486181,2018-03-12 16:46:05:075
1.9448,7.1994,7.0749,2.024,6.6368,6.9301,-0.0863,0.558,0.1434,0.0205,-0.0196,-0.018,218.4145,-27.15,39.15,-29.25,18.62,-42.56,-16.34,2.0,0.98291,72.552,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1486681,2018-03-12 16:46:05:575
1.7292,7.0461,6.9408,2.0233,6.6379,6.9293,-0.2211,0.4669,0.0424,-0.0019,0.0113,0.0176,218.1592,-28.65,39.3,-30.6,19.41,-42.59,-16.27,2.0,0.98291,73.164,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1487181,2018-03-12 16:46:06:075
1.4514,7.2282,6.9599,2.0164,6.641,6.9284,-0.2655,0.7372,-0.0173,-0.0077,0.0097,6.0E-4,215.7288,-28.5,40.95,-29.25,19.9,-42.63,-16.23,2.0,0.9829,72.983,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1487681,2018-03-12 16:46:06:575
1.643,7.3623,7.003,2.0039,6.6483,6.9249,-0.5154,0.6723,-0.0749,0.0104,-0.0159,-0.0154,214.5008,-28.35,39.75,-29.4,19.37,-42.67,-16.15,2.0,0.98289,73.353,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1488181,2018-03-12 16:46:07:075
1.6142,7.4485,6.7635,2.0009,6.652,6.9222,-0.4299,0.7556,-0.1106,0.0189,-0.0212,-0.0132,213.4423,-25.5,40.35,-30.15,17.19,-42.7,-16.12,2.0,0.98289,72.561,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1488681,2018-03-12 16:46:07:575
1.2502,7.1372,6.9695,1.9927,6.654,6.9227,-0.1821,0.9009,-0.1019,0.0029,0.0043,0.0081,212.6484,-27.3,39.3,-28.95,18.8,-42.74,-16.07,2.0,0.98291,72.584,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1489181,2018-03-12 16:46:08:075
1.7436,7.3958,6.7779,1.9883,6.6571,6.921,-0.6122,0.5338,0.0065,-0.0083,0.0033,-0.001,212.2143,-27.9,39.3,-28.95,19.68,-42.74,-16.05,2.0,0.9829,72.282,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1489682,2018-03-12 16:46:08:576
1.2789,7.1659,6.8833,1.986,6.6584,6.9204,-0.4268,0.6816,-0.0384,-0.0045,-0.0063,-0.0191,212.6484,-27.75,39.9,-28.8,19.46,-42.76,-16.01,2.0,0.9829,72.308,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1490181,2018-03-12 16:46:09:075
1.5711,7.3671,7.0366,1.9802,6.6599,6.9206,-0.3904,0.7348,0.0184,0.0018,-0.0069,-0.0127,212.1679,-27.45,40.5,-27.15,19.34,-42.78,-15.98,2.0,0.9829,72.18,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1490681,2018-03-12 16:46:09:575
1.7532,7.4677,6.7252,1.9738,6.6639,6.9186,-0.6614,0.5352,0.0587,0.0226,-0.0127,0.0043,212.66,-29.55,39.45,-30.45,20.95,-42.8,-15.95,2.0,0.9829,72.429,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1491182,2018-03-12 16:46:10:076
1.3508,7.1707,6.9024,1.9704,6.666,6.9176,-0.5687,0.5469,-0.0167,0.0061,0.0075,0.0187,211.1674,-28.35,40.8,-29.85,18.81,-42.8,-15.91,2.0,0.98288,72.523,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1491681,2018-03-12 16:46:10:575
1.7579,7.6928,6.7923,1.962,6.6702,6.9159,-0.3744,0.899,-0.1192,-0.0077,6.0E-4,-0.0148,208.0753,-28.35,39.0,-29.85,19.32,-42.84,-15.86,2.0,0.98291,72.696,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1492181,2018-03-12 16:46:11:075
1.073,7.4629,6.7108,1.9261,6.695,6.9019,-0.7701,0.8046,-0.1238,0.0157,-0.0149,-0.0143,209.1803,-27.0,40.05,-28.5,18.83,-42.98,-15.67,2.0,0.9829,72.474,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1492682,2018-03-12 16:46:11:576
0.8574,7.3719,6.6198,1.8587,6.7395,6.8772,-0.7743,0.9373,-0.1888,-0.003,0.0064,0.007,208.1334,-28.2,37.8,-29.55,20.03,-43.36,-15.2,2.0,0.98289,72.546,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1493181,2018-03-12 16:46:12:075
1.1113,7.6928,6.73,1.7695,6.7988,6.8422,-0.6706,0.8844,-0.115,2.0E-4,6.0E-4,0.0065,199.3448,-27.0,39.3,-30.15,19.27,-43.76,-14.67,2.0,0.98289,72.444,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1493681,2018-03-12 16:46:12:575
0.9197,7.3575,6.7492,1.7591,6.803,6.8407,-0.6324,0.8013,-0.1366,0.0178,-0.0117,0.0017,205.5335,-27.9,37.65,-29.85,20.55,-43.91,-14.45,2.0,0.98291,72.017,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1494181,2018-03-12 16:46:13:075
1.1065,7.5731,6.6007,1.7498,6.808,6.8381,-0.6378,0.7557,-0.0091,-3.0E-4,0.0016,-0.0031,207.3279,-28.2,38.4,-30.0,20.59,-43.95,-14.39,2.0,0.98291,72.018,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1494681,2018-03-12 16:46:13:575
0.9341,7.6162,6.6198,1.722,6.8284,6.8248,-0.7697,0.8601,-0.0098,0.0024,-5.0E-4,6.0E-4,206.7615,-26.4,39.15,-31.2,18.23,-44.04,-14.24,2.0,0.9829,72.171,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1495181,2018-03-12 16:46:14:075
0.0958,8.0664,6.2845,1.3615,7.0518,6.6774,-1.2333,1.0817,-0.4206,0.0056,0.0027,-0.01,212.3466,-27.0,38.7,-29.4,21.36,-45.44,-12.31,2.0,0.9829,72.659,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1495682,2018-03-12 16:46:14:576
-0.2012,8.1526,6.2127,1.1099,7.2093,6.5548,-1.157,1.1038,-0.4764,0.0189,-0.0149,-0.001,213.18,-27.6,37.95,-28.95,24.02,-46.95,-10.13,2.0,0.98289,72.482,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1496181,2018-03-12 16:46:15:075
0.0719,8.3586,6.3899,0.8936,7.3105,6.4752,-0.8095,1.0159,-0.0947,-0.0173,0.0011,-0.0031,217.1402,-27.45,38.4,-29.25,24.43,-47.95,-8.27,2.0,0.98286,71.897,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1496681,2018-03-12 16:46:15:575
0.7089,7.9084,6.5911,0.9282,7.282,6.5024,-0.307,0.5771,0.0691,0.0199,-0.0133,-5.0E-4,213.0198,-28.35,37.2,-29.4,25.79,-48.09,-8.03,2.0,0.98287,72.53,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1497181,2018-03-12 16:46:16:075
0.3353,7.8652,6.4953,0.911,7.2925,6.493,-0.588,0.6043,-0.01,0.0056,-0.0122,0.0017,213.0941,-28.5,37.35,-32.1,25.3,-48.05,-8.01,2.0,0.98286,72.437,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1497681,2018-03-12 16:46:16:575
1.1448,7.2713,6.7156,0.9319,7.2839,6.4997,0.2661,0.3646,0.0575,-0.0418,0.0181,0.0065,209.749,-27.45,37.8,-31.65,23.24,-47.99,-8.07,2.0,0.98289,72.392,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1498181,2018-03-12 16:46:17:075
0.685,7.5826,6.8258,0.9263,7.2727,6.5131,-0.2427,0.3111,0.3084,0.004,6.0E-4,0.0033,208.4468,-29.25,38.1,-30.45,25.76,-47.88,-8.23,2.0,0.98289,72.66,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1498681,2018-03-12 16:46:17:575
0.9867,7.7359,6.8737,0.9213,7.2707,6.516,-0.2848,0.0984,0.4495,0.0386,-0.0165,1.0E-4,215.3457,-28.65,38.25,-31.8,24.85,-47.76,-8.23,2.0,0.98291,72.534,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1499181,2018-03-12 16:46:18:075
1.1161,7.7647,6.5001,0.9357,7.2748,6.5094,0.1514,0.4877,0.1146,-8.0E-4,-0.0021,-0.0026,213.2264,-28.35,40.35,-31.05,23.97,-47.9,-8.11,2.0,0.98291,72.262,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1499681,2018-03-12 16:46:18:575
0.479,7.8748,6.6246,0.8934,7.2881,6.5004,-0.2868,0.7814,0.1233,-0.0078,-0.0037,-0.001,220.0047,-28.8,38.4,-30.45,26.04,-47.98,-7.82,2.0,0.98291,73.007,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1500181,2018-03-12 16:46:19:075
1.0778,7.7647,6.7348,0.9209,7.2946,6.4893,0.0987,0.4711,0.2435,-0.0264,0.0038,0.0113,214.6726,-27.6,37.95,-31.8,24.23,-48.14,-7.92,2.0,0.98291,72.465,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1500681,2018-03-12 16:46:19:575
1.3412,7.2282,6.8066,0.9594,7.2941,6.4843,0.6661,0.3613,0.1639,0.0258,-0.0165,0.0049,208.6533,-29.55,38.4,-31.2,26.11,-48.08,-8.3,2.0,0.98294,72.574,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1501181,2018-03-12 16:46:20:075
1.1544,8.1526,6.3372,0.9464,7.3083,6.4702,0.0563,0.7646,-0.0465,-0.0115,0.0165,-0.0212,201.6499,-27.75,38.1,-29.55,24.77,-48.13,-8.42,2.0,0.98296,72.625,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1501681,2018-03-12 16:46:20:575
1.164,8.555,6.2797,0.9136,7.3085,6.4747,-0.163,0.8045,-0.0665,-0.0333,0.0155,-0.0255,211.3275,-27.45,37.05,-31.2,23.87,-48.24,-8.2,2.0,0.98297,73.052,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1502181,2018-03-12 16:46:21:075
-0.7041,6.7827,7.6114,0.8116,7.2833,6.5166,-0.8725,0.0394,0.3472,0.061,-0.0229,0.0257,221.7991,-28.2,37.35,-30.75,25.36,-47.89,-7.32,2.0,0.98296,72.875,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1502681,2018-03-12 16:46:21:575
1.7819,7.8078,6.4761,0.8231,7.2931,6.5041,0.3254,0.0657,0.5469,-0.0243,0.0171,-0.0015,222.6673,-27.3,39.3,-29.4,24.89,-48.1,-7.15,2.0,0.98297,71.199,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1503181,2018-03-12 16:46:22:075
1.4658,7.506,6.4666,0.8319,7.2844,6.5127,0.6066,0.2,-0.003,0.0578,-0.0367,0.0198,217.0984,-27.75,38.1,-31.2,25.13,-47.95,-7.22,2.0,0.98299,70.645,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1503682,2018-03-12 16:46:22:576
1.6382,7.688,6.6534,0.8445,7.2873,6.5079,0.676,0.3572,0.5398,-0.0237,0.0123,-0.01,218.8928,-27.3,36.15,-30.15,25.14,-47.99,-7.42,2.0,0.983,71.358,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1504181,2018-03-12 16:46:23:075
1.6574,7.5012,6.6486,0.8609,7.267,6.5284,0.4461,-0.0408,0.3591,0.0205,-0.0128,0.0092,218.8347,-27.9,37.95,-29.4,25.94,-47.88,-7.34,2.0,0.98299,72.079,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1504682,2018-03-12 16:46:23:576
1.2837,7.2377,7.1228,0.8387,7.2758,6.5215,0.5426,0.0798,0.1431,0.0098,-0.0037,-4.0E-4,219.5915,-28.35,37.2,-30.15,25.74,-47.88,-7.42,2.0,0.98301,72.251,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1505181,2018-03-12 16:46:24:075
0.6562,7.7407,6.6294,0.8177,7.2698,6.5308,-0.1439,0.4758,0.1044,-0.0167,0.0065,7.0E-4,228.4543,-26.55,37.2,-29.4,25.48,-47.89,-7.15,2.0,0.98299,72.983,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1505681,2018-03-12 16:46:24:575
0.5796,8.0137,6.4139,0.7782,7.2813,6.5228,-0.3293,0.4532,0.1031,0.0509,-0.0351,7.0E-4,228.8304,-28.35,38.25,-29.85,25.8,-47.91,-6.89,2.0,0.983,73.146,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1506181,2018-03-12 16:46:25:075
1.1352,7.2473,6.912,0.7679,7.2674,6.5396,0.5112,0.099,0.3174,0.0461,-0.0292,0.0066,221.4509,-27.6,37.95,-31.35,25.47,-47.87,-6.73,2.0,0.98301,73.504,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1506681,2018-03-12 16:46:25:575
1.8921,7.6784,6.9024,0.7547,7.259,6.5504,0.9416,0.2237,0.2279,-2.0E-4,1.0E-4,-0.0185,210.8934,-27.0,37.65,-29.4,25.49,-47.73,-6.66,2.0,0.98302,73.046,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1507182,2018-03-12 16:46:26:076
1.6861,7.2234,6.8498,0.7926,7.2314,6.5764,0.8576,-0.0229,0.3288,0.0142,-0.017,-0.0052,211.6409,-27.75,38.4,-30.75,25.4,-47.52,-6.8,2.0,0.98304,72.603,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1507681,2018-03-12 16:46:26:575
1.4274,7.1324,7.0701,0.7782,7.2183,6.5925,0.7362,0.0666,0.5957,-0.0471,0.032,0.0018,219.5706,-26.7,37.8,-31.2,24.54,-47.46,-6.77,2.0,0.98306,72.41,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1508181,2018-03-12 16:46:27:075
0.8574,7.5922,6.6294,0.7672,7.2193,6.5927,0.0953,0.3789,-0.0114,-0.0066,0.0176,2.0E-4,220.6199,-27.15,37.35,-31.65,24.46,-47.41,-6.7,2.0,0.98307,72.745,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1508683,2018-03-12 16:46:27:577
0.297,7.9898,6.5192,0.7409,7.2385,6.5746,-0.2871,0.8283,-0.319,0.0137,-0.0063,0.0034,238.7843,-28.2,37.8,-29.55,26.02,-47.53,-6.53,2.0,0.98305,72.386,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1509181,2018-03-12 16:46:28:075
0.115,7.9994,6.5719,0.7225,7.245,6.5695,-0.7275,0.5948,0.0591,0.0504,-0.0218,0.0039,243.9632,-27.15,37.35,-30.45,25.5,-47.59,-6.44,2.0,0.98303,72.612,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1509681,2018-03-12 16:46:28:575
0.4838,8.2772,5.9828,0.698,7.2439,6.5733,-0.3053,0.9639,-0.2217,0.044,-0.0303,0.005,249.0284,-27.9,37.95,-30.15,26.31,-47.6,-6.11,2.0,0.98304,72.828,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1510181,2018-03-12 16:46:29:075
1.5376,7.4437,7.0174,0.7166,7.2164,6.6015,0.8069,0.217,0.4128,-0.0013,-0.0175,0.0092,249.4253,-28.65,36.6,-30.15,27.66,-47.61,-5.87,2.0,0.98303,72.225,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1510682,2018-03-12 16:46:29:576
1.4562,6.821,7.2904,0.7105,7.1974,6.6229,0.709,-0.2459,0.3071,0.0083,0.0017,0.0092,278.9132,-26.7,39.45,-31.2,24.76,-47.34,-6.01,2.0,0.98304,72.833,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1511181,2018-03-12 16:46:30:075
1.7915,7.4246,6.8498,0.7658,7.2153,6.5972,0.9018,0.1095,0.3817,-0.0023,0.0065,-0.0062,287.5904,-27.75,37.35,-29.55,26.22,-47.29,-6.68,2.0,0.98304,72.7,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1511681,2018-03-12 16:46:30:575
1.2694,7.1803,6.73,0.7668,7.1927,6.6218,0.5738,0.1901,0.3348,0.0078,-0.0191,0.0034,276.5176,-26.1,38.4,-32.1,23.35,-47.34,-6.6,2.0,0.98305,72.756,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1512181,2018-03-12 16:46:31:075
1.3221,7.4916,6.7444,0.8054,7.1761,6.6352,0.5238,0.3155,0.1365,-0.0242,0.0059,0.0092,271.0764,-27.45,38.4,-32.1,24.06,-47.04,-6.84,2.0,0.98306,73.177,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1512681,2018-03-12 16:46:31:575
1.231,7.7215,6.2941,0.8084,7.1936,6.6158,0.3773,0.5425,0.2242,-0.0194,0.0203,-0.0137,257.6963,-27.6,37.65,-29.85,25.61,-47.07,-7.12,2.0,0.98307,72.862,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1513182,2018-03-12 16:46:32:076
0.6562,7.9994,6.6246,0.7722,7.2104,6.6019,-0.1065,0.7303,0.0236,-0.0055,0.0086,-0.0052,276.5641,-27.0,37.65,-30.6,24.65,-47.31,-6.61,2.0,0.98308,73.359,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1513682,2018-03-12 16:46:32:576
0.57,8.0473,6.4713,0.7601,7.223,6.5895,-0.0819,0.9375,-0.1601,-0.0183,0.0038,-0.0036,265.6352,-27.3,38.25,-30.6,24.64,-47.4,-6.61,2.0,0.98307,72.932,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1514182,2018-03-12 16:46:33:076
0.4838,7.9754,6.7492,0.753,7.2083,6.6063,-0.1691,0.8266,0.05,0.0232,-0.009,-0.0121,268.8108,-27.9,38.25,-30.15,26.03,-47.4,-6.52,2.0,0.98307,72.927,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1514681,2018-03-12 16:46:33:575
1.2885,7.4725,6.4857,0.721,7.18,6.6407,0.3808,0.3072,0.3479,0.0014,-0.0111,0.0055,282.4231,-28.35,39.0,-29.85,25.96,-47.18,-6.14,2.0,0.98307,73.157,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1515182,2018-03-12 16:46:34:076
1.2837,7.118,6.7827,0.7423,7.1401,6.6812,0.5396,-0.0234,0.1274,-0.0194,0.0043,-0.0025,94.237,-26.4,41.25,-30.0,23.48,-46.85,-6.32,2.0,0.98308,73.651,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1515681,2018-03-12 16:46:34:575
1.7053,7.3527,7.0701,0.7652,7.1178,6.7024,0.8392,0.0547,0.301,-0.0087,0.0033,-0.0068,7.1776,-22.95,33.9,-30.0,22.45,-46.59,-6.62,2.0,0.98309,72.935,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1516181,2018-03-12 16:46:35:075
1.4322,7.0174,7.3336,0.7135,7.0833,6.7445,0.7644,-0.0108,0.5193,-0.0023,0.007,-0.0153,9.6753,-24.15,34.05,-34.65,21.72,-46.35,-6.14,2.0,0.98313,73.146,35.822224,-78.686264,80.65,NaN,,26.46,109.677414,18.9,13 / 19,1516681,2018-03-12 16:46:35:575
