ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (atm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.2023,4.9864,8.4879,0.953,7.2104,6.5782,-0.9446,-1.2658,0.4561,0.0261,-0.0768,0.1456,443.9511,-6.75,57.45,-59.55,359.04,-48.15,-7.98,2.0,0.97951,67.524,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,385920,2018-03-12 16:27:44:814
-0.2922,5.7576,6.7348,0.8503,7.313,6.4783,-0.4569,-0.33,0.2536,-0.1263,0.0297,0.0625,457.3777,-4.65,57.45,-61.65,357.89,-48.22,-7.48,2.0,0.97946,67.043,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,386421,2018-03-12 16:27:45:315
0.4167,5.3457,4.0236,0.9562,7.1166,6.679,-0.3641,-1.4292,-2.7484,-0.2823,-0.1295,0.2479,429.4102,-6.9,58.65,-62.55,358.68,-46.53,-8.15,2.0,0.97942,68.047,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,386921,2018-03-12 16:27:45:815
0.6131,8.076,8.1622,1.0379,6.8906,6.9002,-0.4162,1.1361,1.2198,0.0719,-0.0497,0.0716,461.5746,-5.4,61.35,-59.55,357.34,-44.64,-8.55,2.0,0.97943,69.615,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,387421,2018-03-12 16:27:46:315
0.6275,7.2377,6.8929,1.1054,7.0948,6.6793,0.1586,1.0585,0.6903,-0.0309,0.0894,-0.0653,437.3027,-5.85,58.35,-60.15,357.34,-46.34,-9.4,2.0,0.97942,67.393,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,387921,2018-03-12 16:27:46:815
1.2694,7.9898,6.1121,1.1684,7.1931,6.5623,-0.2066,0.3953,-0.2292,-0.0245,0.0063,0.046,400.3749,-6.0,60.3,-59.55,357.14,-47.19,-9.75,2.0,0.97943,67.94,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,388420,2018-03-12 16:27:47:314
1.3508,8.167,5.5277,1.0909,7.1966,6.5719,-0.5391,0.1551,0.571,0.0239,-0.0225,0.0252,393.9124,-5.7,58.5,-60.45,357.35,-47.21,-9.42,2.0,0.97941,67.072,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,388921,2018-03-12 16:27:47:815
0.4886,7.4054,7.0318,1.0125,7.1875,6.5943,-0.5452,0.2164,0.3774,0.0351,-0.0177,-0.0089,415.4729,-5.7,58.2,-60.45,357.82,-47.13,-8.73,2.0,0.97939,68.27,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,389421,2018-03-12 16:27:48:315
0.4742,7.324,7.3,0.787,7.1454,6.6704,-0.2675,0.324,-0.3719,-0.0176,-0.0427,0.0471,420.9141,-4.2,57.3,-61.05,357.82,-46.77,-6.73,2.0,0.97934,67.572,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,389920,2018-03-12 16:27:48:814
0.2587,6.9168,7.1084,1.0168,7.1297,6.6561,-0.8274,-0.0512,0.7745,-0.0208,0.026,-0.0025,439.0205,-4.65,58.2,-60.0,357.18,-46.64,-8.69,2.0,0.97932,68.611,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,390421,2018-03-12 16:27:49:315
2.189,8.44,4.8236,1.1513,7.3415,6.399,0.4097,0.9575,-0.3879,0.0261,-0.0086,0.0135,428.6674,-6.75,59.25,-59.55,357.71,-48.3,-9.86,2.0,0.97928,65.507,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,390921,2018-03-12 16:27:49:815
0.843,7.597,7.1611,1.2078,7.3827,6.341,0.1169,0.2681,-0.2065,0.0399,-0.0182,0.0098,327.6148,-5.55,57.3,-59.4,356.41,-48.84,-10.78,2.0,0.97927,65.102,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,391420,2018-03-12 16:27:50:314
0.9867,7.0509,6.8881,1.2161,7.417,6.2992,0.7361,0.4766,-1.1944,0.0266,-0.0017,-0.0488,285.3851,-5.7,57.15,-61.65,356.02,-49.14,-10.93,2.0,0.97923,67.796,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,391921,2018-03-12 16:27:50:815
1.5232,8.1526,7.0988,1.1091,7.3337,6.4154,0.4214,0.8712,0.6228,0.058,-0.0347,-0.0472,337.1416,-4.65,58.5,-61.95,356.23,-48.4,-9.81,2.0,0.9792,66.934,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,392421,2018-03-12 16:27:51:315
1.1544,7.2857,5.9923,1.0679,7.3194,6.4387,0.5908,0.5824,-0.5904,-0.0554,0.027,-0.0547,424.6653,-3.9,58.5,-61.95,355.85,-48.28,-9.42,2.0,0.97916,67.772,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,392921,2018-03-12 16:27:51:815
0.8622,8.0137,7.1994,0.9739,7.2911,6.4856,1.1894,1.6115,-0.2573,0.083,-0.047,-0.0254,407.0418,-4.8,59.1,-61.35,356.88,-47.76,-9.03,2.0,0.97913,70.333,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,393421,2018-03-12 16:27:52:315
2.1843,8.6029,5.7768,0.9175,7.3176,6.4638,0.019,0.0722,-0.2,0.0719,-0.1498,0.0146,356.5388,-5.4,59.55,-60.75,357.58,-48.26,-8.08,2.0,0.9791,69.186,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,393921,2018-03-12 16:27:52:815
1.7148,7.8892,5.2403,1.3888,7.5879,6.0552,0.3341,0.3138,-0.8089,-0.0331,-0.0566,-0.068,282.6739,-7.2,58.35,-60.6,355.36,-50.69,-12.92,2.0,0.97908,68.587,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,394421,2018-03-12 16:27:53:315
2.9411,8.6173,4.0907,1.3481,7.6093,6.0376,0.1319,0.3232,0.5404,0.059,-0.1099,-0.044,250.9551,-6.75,60.0,-61.2,355.66,-50.89,-12.59,2.0,0.97905,67.371,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,394921,2018-03-12 16:27:53:815
3.4919,9.3933,3.8129,1.4975,7.7809,5.778,1.2076,1.0488,-0.9018,0.051,-0.1392,-0.0323,312.5726,-10.05,58.05,-58.5,356.45,-52.51,-14.53,2.0,0.97902,71.449,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,395421,2018-03-12 16:27:54:315
1.2406,7.8126,6.9695,1.4398,7.8068,5.7578,-0.3593,-0.1436,0.9352,0.0947,-0.0827,-0.0403,322.1087,-9.6,56.85,-58.8,356.37,-52.51,-14.6,2.0,0.97902,70.396,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,395921,2018-03-12 16:27:54:815
0.9197,7.4485,6.4953,1.3617,7.7896,5.7998,1.2412,1.5194,-0.5375,0.0222,-0.054,-0.0168,182.7728,-9.6,58.2,-61.2,357.06,-52.68,-13.32,2.0,0.97897,67.615,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,396421,2018-03-12 16:27:55:315
0.7472,6.9887,5.0439,1.2977,7.8123,5.7839,0.1019,0.4893,1.0055,-0.0039,-0.0747,-0.044,94.9287,-10.2,58.2,-59.55,357.68,-52.81,-12.65,2.0,0.97892,69.263,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,396921,2018-03-12 16:27:55:815
1.2646,8.5263,6.8881,1.1655,7.7107,5.9462,0.4777,1.0707,0.582,-0.0896,0.0329,-0.0797,195.1663,-10.05,58.05,-58.95,358.94,-51.84,-11.09,2.0,0.97888,68.102,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,397420,2018-03-12 16:27:56:314
1.3173,8.0473,6.7061,1.059,7.7336,5.9364,0.4449,0.429,0.3233,-0.0475,-0.0119,-0.0333,353.3956,-11.4,60.15,-58.95,0.32,-52.06,-10.12,2.0,0.97884,69.553,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,397921,2018-03-12 16:27:56:815
1.2885,7.9802,6.5624,1.0873,7.7016,5.9727,0.3581,0.1372,0.1068,-0.0667,-0.0098,-0.0557,313.0392,-10.35,59.1,-58.5,359.38,-51.76,-10.48,2.0,0.97877,67.422,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,398421,2018-03-12 16:27:57:315
1.7388,8.2149,5.8582,1.1107,7.7495,5.9061,0.6004,0.4257,-0.0384,-0.0214,-0.0796,-0.0269,163.7564,-11.25,59.55,-57.45,0.61,-51.97,-10.06,2.0,0.97874,69.071,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,398921,2018-03-12 16:27:57:815
2.2082,8.4879,4.814,1.1901,7.8095,5.8108,0.9446,0.6408,-0.8862,-0.1514,0.0147,-0.102,150.794,-13.35,59.25,-57.45,0.9,-52.78,-11.57,2.0,0.97869,69.402,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,399421,2018-03-12 16:27:58:315
1.5137,8.282,5.8151,1.1534,7.8375,5.7805,0.5295,0.582,-0.0601,0.003,-0.0897,-0.0349,175.8923,-13.5,59.7,-56.1,1.93,-53.05,-11.28,2.0,0.97865,66.447,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,399920,2018-03-12 16:27:58:814
0.6802,7.7263,5.6618,1.13,7.8571,5.7584,-0.4287,-0.1273,0.5661,-0.0529,-0.0082,-0.0642,151.6762,-14.85,57.6,-55.65,2.78,-53.25,-11.1,2.0,0.9786,67.603,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,400420,2018-03-12 16:27:59:314
1.2406,7.894,5.8917,1.1455,7.836,5.784,0.4311,0.3453,-0.1828,-0.0316,-0.0258,0.0125,230.5064,-15.75,58.2,-58.35,3.22,-53.31,-10.99,2.0,0.97858,67.273,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,400921,2018-03-12 16:27:59:815
0.5844,7.5156,6.4666,1.0453,7.7854,5.8708,0.0433,0.0064,0.6023,0.0275,-0.0348,0.0098,234.6708,-17.25,57.45,-58.35,4.57,-52.57,-10.09,2.0,0.97854,66.87,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,401420,2018-03-12 16:28:00:314
0.7808,8.0712,6.6869,1.0089,7.7723,5.8945,0.3732,0.518,0.8745,0.1373,-0.1099,0.0413,194.8739,-14.4,57.45,-56.7,2.95,-52.42,-9.71,2.0,0.97849,68.584,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,401921,2018-03-12 16:28:00:815
0.9772,7.7263,6.5719,1.0191,7.745,5.9285,-0.3208,-0.2625,0.7128,0.0393,-0.0359,-0.0067,205.2828,-16.8,58.95,-57.45,4.9,-52.16,-9.75,2.0,0.97845,66.596,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,402421,2018-03-12 16:28:01:315
-1.3173,5.2738,7.6593,0.9726,7.6932,6.0032,-1.2205,-1.1661,0.7573,-0.0625,-0.0396,-0.1031,220.9146,-14.85,58.35,-58.2,3.82,-51.67,-9.2,2.0,0.97842,67.75,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,402920,2018-03-12 16:28:01:814
0.7808,7.803,7.1563,0.9777,7.72,5.9679,-0.7256,-0.7774,0.5793,-0.1099,0.0243,-0.044,218.1384,-14.25,57.0,-58.2,3.24,-52.14,-9.11,2.0,0.97838,65.796,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,403421,2018-03-12 16:28:02:315
0.2156,6.8977,7.3623,0.7872,7.5129,6.2536,-0.5646,-0.6017,1.1076,-0.1072,0.076,-0.0275,346.1878,-16.5,58.2,-58.35,4.73,-51.45,-8.88,2.0,0.97832,67.225,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,403920,2018-03-12 16:28:02:814
1.5137,8.2149,6.3947,0.7703,7.5331,6.2313,0.4035,0.3642,0.3746,-0.0598,0.0467,-0.0046,343.0681,-14.85,58.05,-57.3,5.5,-50.19,-7.05,2.0,0.97825,67.241,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,404421,2018-03-12 16:28:03:315
1.1304,7.5587,5.887,0.6043,7.3268,6.4902,0.3908,0.4711,0.3415,-0.0763,0.0328,-0.077,405.9275,-14.55,57.0,-57.3,6.77,-48.34,-5.32,2.0,0.97822,67.236,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,404920,2018-03-12 16:28:03:814
0.4886,7.7551,7.0318,0.5771,7.3731,6.44,0.2153,0.1578,0.0257,0.1074,-0.1051,0.0913,366.4926,-16.5,58.2,-58.8,7.28,-48.75,-5.12,2.0,0.97818,67.576,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,405421,2018-03-12 16:28:04:315
0.9724,7.8844,6.73,0.7967,7.438,6.3413,0.0194,0.2901,0.449,-0.0534,0.0477,-0.044,377.4401,-15.6,59.7,-57.3,5.86,-49.29,-7.35,2.0,0.97814,68.055,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,405921,2018-03-12 16:28:04:815
0.8862,7.324,6.7061,0.7863,7.3982,6.3889,0.1077,0.4884,0.0394,-0.1056,0.0626,-0.0328,304.5966,-14.7,58.2,-56.7,5.41,-49.08,-7.16,2.0,0.97809,65.333,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,406421,2018-03-12 16:28:05:315
0.9484,7.961,6.9408,0.7958,7.3851,6.4029,-0.3404,-0.2028,0.5233,-0.0561,0.0355,-0.0061,295.1069,-15.75,58.5,-57.15,6.09,-48.86,-7.08,2.0,0.97803,67.679,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,406921,2018-03-12 16:28:05:815
1.1017,7.3096,6.8881,0.7831,7.3848,6.4048,0.3546,0.1041,0.2042,0.0025,-0.0263,-8.0E-4,273.8713,-15.9,58.05,-55.65,6.36,-48.85,-6.97,2.0,0.97799,62.934,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,407420,2018-03-12 16:28:06:314
1.5999,8.0137,6.3181,0.7436,7.3992,6.3929,0.7643,0.5887,-0.0035,-0.0034,-0.0114,-0.0125,365.202,-15.45,57.9,-56.7,5.78,-48.98,-6.63,2.0,0.97794,68.815,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,407920,2018-03-12 16:28:06:814
0.0192,6.9312,8.5885,0.7825,7.4565,6.3213,0.7805,0.4239,-1.0595,-0.0359,0.0402,-0.036,245.1517,-15.3,57.3,-54.9,6.02,-49.03,-6.75,2.0,0.97789,69.706,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,408421,2018-03-12 16:28:07:315
1.255,7.779,6.5815,0.755,7.4666,6.3127,0.4844,0.3256,0.2931,0.009,-0.0151,0.0482,276.7498,-15.3,58.35,-56.85,5.71,-49.59,-6.74,2.0,0.97783,70.398,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,408921,2018-03-12 16:28:07:815
0.1581,6.8306,6.8977,0.7151,7.4925,6.2866,-0.3453,-0.5399,0.4836,-0.0107,-0.006,0.0168,309.4435,-14.85,58.65,-56.85,5.85,-49.82,-6.49,2.0,0.97779,68.05,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,409421,2018-03-12 16:28:08:315
1.2646,7.6545,5.9828,0.7697,7.5264,6.2394,0.5698,0.2409,-0.3042,-0.0762,0.051,-0.0183,277.5762,-15.45,57.15,-56.7,5.55,-50.13,-7.03,2.0,0.97777,68.073,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,409921,2018-03-12 16:28:08:815
1.2215,7.5778,6.3755,0.6305,7.4577,6.3368,0.8933,0.3308,0.2525,-0.0565,0.0201,-0.0284,352.3046,-15.45,57.9,-56.7,6.46,-49.51,-5.68,2.0,0.97772,68.895,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,410421,2018-03-12 16:28:09:315
2.2513,7.5731,6.0402,0.7051,7.3877,6.4105,1.4948,0.1684,-0.304,0.0021,-0.0098,-0.0173,374.4873,-13.65,56.85,-57.45,6.11,-48.97,-5.28,2.0,0.97769,68.566,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,410921,2018-03-12 16:28:09:815
2.0837,7.712,6.7396,0.8324,7.3447,6.4446,1.3241,0.2776,0.6873,-0.0592,0.0019,-0.0545,414.9807,-14.55,58.65,-57.75,5.12,-48.4,-7.32,2.0,0.97766,68.626,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,411420,2018-03-12 16:28:10:314
2.4046,7.2282,4.8044,0.9797,7.3897,6.3721,1.0771,-0.1945,-0.9521,-0.0448,-0.0652,-0.0252,411.9537,-14.25,58.05,-57.75,3.47,-48.9,-8.74,2.0,0.97763,69.824,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,411921,2018-03-12 16:28:10:815
1.3939,6.3564,6.6342,1.2831,7.4626,6.2317,0.1647,-1.0701,-0.327,-0.1854,0.0696,-0.0636,413.8757,-16.95,57.6,-55.65,3.74,-49.55,-11.63,2.0,0.97757,68.663,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,412421,2018-03-12 16:28:11:315
1.1113,6.3468,6.6055,1.3321,7.2814,6.4325,0.054,-0.7018,-0.0703,-0.1162,0.0312,-0.0513,426.3553,-16.5,58.95,-56.25,2.99,-47.94,-11.7,2.0,0.97752,67.409,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,412920,2018-03-12 16:28:11:814
1.8154,7.5299,6.4953,1.394,7.2904,6.4092,0.5758,0.1616,0.0134,-0.0373,-0.0215,-0.0322,444.6938,-17.25,58.5,-56.7,3.27,-47.87,-12.0,2.0,0.97748,67.461,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,413421,2018-03-12 16:28:12:315
0.7568,6.7779,7.5683,1.4222,7.2605,6.4369,-0.5783,-0.3875,1.0112,-0.0544,0.0115,-0.0066,422.1583,-18.75,60.45,-54.9,4.77,-47.75,-12.21,2.0,0.97747,67.842,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,413921,2018-03-12 16:28:12:815
1.3316,7.5587,6.548,1.4117,7.3542,6.3319,-0.0236,0.1724,0.05,0.0516,-0.0641,0.0115,404.7297,-17.7,58.35,-54.9,3.93,-48.58,-12.57,2.0,0.97746,69.11,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,414421,2018-03-12 16:28:13:315
0.7425,7.1515,7.2473,1.3965,7.359,6.3297,-0.2336,0.3281,0.5489,0.0261,-0.0231,-0.0012,308.4871,-18.45,58.05,-52.8,4.4,-48.63,-12.44,2.0,0.97745,64.48,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,414921,2018-03-12 16:28:13:815
0.5461,7.0653,6.7396,1.3599,7.3096,6.3946,-0.0852,0.4628,0.0882,-0.0288,0.0562,-0.0529,327.6056,-18.3,58.5,-53.85,4.47,-48.19,-12.01,2.0,0.97745,67.343,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,415422,2018-03-12 16:28:14:316
0.6083,7.2617,7.482,1.278,7.3492,6.3661,-0.6601,-0.0696,1.1026,0.025,-0.0045,0.0046,400.3471,-17.4,57.6,-54.9,4.0,-48.26,-11.5,2.0,0.97741,64.218,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,415920,2018-03-12 16:28:14:814
1.2502,8.076,6.6198,1.3005,7.3664,6.3416,-0.356,0.3403,0.8107,-0.0038,-0.0098,-0.0087,310.5577,-19.5,58.05,-54.9,5.28,-48.64,-11.6,2.0,0.97739,67.957,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,416421,2018-03-12 16:28:15:315
0.9915,7.6257,6.1169,1.2944,7.3728,6.3354,-0.316,0.1539,-0.1647,-0.0214,-0.0066,-7.0E-4,323.4086,-17.7,58.05,-55.35,4.65,-48.75,-11.55,2.0,0.97734,65.36,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,13 / 19,416921,2018-03-12 16:28:15:815
0.8287,7.3767,6.2223,1.2765,7.4004,6.3068,-0.0394,0.5339,-0.264,-0.1258,0.0429,-0.0449,412.6222,-20.1,59.4,-54.9,6.02,-48.99,-11.44,2.0,0.97732,67.681,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,0 / 19,417420,2018-03-12 16:28:16:314
1.2646,8.1622,6.4713,1.2526,7.3603,6.3582,-0.035,0.7071,0.0992,0.033,-0.046,-0.0305,350.8097,-19.8,58.35,-54.9,6.28,-48.64,-11.14,2.0,0.97727,66.539,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,9 / 19,417920,2018-03-12 16:28:16:814
0.4215,7.1755,5.8774,1.2274,7.4354,6.2752,0.4952,1.0479,-0.6684,-0.0714,0.0738,-0.0284,403.3183,-20.85,58.65,-54.9,6.84,-49.16,-11.22,2.0,0.97724,69.159,35.77459,-78.67865,448.39,326.17033350102827,,54.14,38.709675,295.4,9 / 19,418420,2018-03-12 16:28:17:314
0.9724,7.7742,6.5192,1.3233,7.4906,6.1895,-0.3746,0.2986,0.2258,-0.065,-0.0274,-0.0305,465.5766,-19.05,57.0,-53.7,5.62,-49.58,-11.47,2.0,0.97722,67.0,35.779266,-78.684,267.74,326.17033350102827,,56.05,22.580645,347.4,16 / 20,418921,2018-03-12 16:28:17:815
1.4131,7.9946,5.7145,1.4067,7.5412,6.1092,0.0538,0.4883,-0.4108,-0.155,0.0866,-0.0103,463.6081,-22.35,58.2,-52.2,6.98,-50.26,-12.97,2.0,0.97721,68.437,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,419421,2018-03-12 16:28:18:315
0.982,7.8173,6.8929,1.3613,7.4699,6.2063,-0.4214,0.3208,0.3494,0.0026,-0.0205,-0.0321,468.0279,-20.1,56.25,-54.45,5.71,-49.62,-12.37,2.0,0.97715,66.573,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,419921,2018-03-12 16:28:18:815
2.0932,8.1574,4.9529,1.4002,7.5439,6.1073,0.0672,0.8098,0.1467,0.221,-0.2181,0.0834,442.326,-22.05,57.45,-54.6,6.41,-50.29,-12.91,2.0,0.97714,68.163,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,420421,2018-03-12 16:28:19:315
0.6562,7.2042,6.5192,1.4065,7.539,6.1119,-0.7701,-0.323,0.4707,-0.0735,-0.0529,0.052,420.5148,-19.5,55.65,-53.7,4.71,-51.18,-12.83,2.0,0.9771,67.572,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,420921,2018-03-12 16:28:19:815
0.6083,7.2138,6.5719,1.452,7.574,6.0578,-0.2658,0.204,-0.1698,-0.0666,0.019,-0.0066,439.1506,-22.05,56.1,-51.45,7.21,-50.75,-13.13,2.0,0.97706,69.73,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,421420,2018-03-12 16:28:20:314
0.7472,7.9371,7.5683,1.3123,7.4058,6.2931,-0.3132,0.6043,1.2884,0.1219,-0.0146,-0.0433,466.1058,-20.55,56.25,-52.5,7.02,-49.04,-11.78,2.0,0.97702,68.909,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,421921,2018-03-12 16:28:20:815
1.2742,7.6736,6.0881,1.1779,7.5042,6.2024,0.223,0.3607,0.0347,-0.236,0.1548,-0.0535,454.4621,-21.3,57.15,-54.6,7.29,-49.93,-10.75,2.0,0.977,69.551,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,422420,2018-03-12 16:28:21:314
0.3545,6.0929,6.6486,1.1957,7.4534,6.26,-0.7717,-1.2791,0.3425,-0.0964,0.0493,-0.0151,468.0279,-21.75,55.05,-53.4,8.46,-49.47,-10.81,2.0,0.97693,70.414,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,422921,2018-03-12 16:28:21:815
1.7867,7.9227,6.754,1.1882,7.4388,6.2788,0.1425,0.221,0.3502,0.1044,-0.0971,0.0312,453.4407,-21.0,54.75,-53.1,7.89,-49.43,-10.64,2.0,0.9769,70.257,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,423421,2018-03-12 16:28:22:315
1.1448,7.3767,6.6917,1.318,7.4715,6.2136,-0.1653,-0.0902,0.4142,-0.0922,0.0392,0.0088,444.7774,-20.55,57.0,-52.05,7.26,-49.76,-11.66,2.0,0.97688,64.21,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,423921,2018-03-12 16:28:22:815
1.1065,7.2473,6.3899,1.2721,7.4559,6.2419,0.1129,-0.0562,-0.1284,-0.0773,0.0398,0.003,449.9679,-22.2,57.0,-52.8,7.82,-49.49,-11.52,2.0,0.97688,67.103,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,424420,2018-03-12 16:28:23:314
1.0634,7.803,7.3336,1.2106,7.3999,6.3203,-0.1392,0.4299,0.9236,0.1193,-0.0513,0.0019,401.3406,-20.1,57.6,-53.7,6.68,-48.99,-10.84,2.0,0.97687,72.398,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,424920,2018-03-12 16:28:23:814
1.1592,8.1479,6.4234,1.23,7.4373,6.2725,-0.038,0.3553,0.6048,-0.0655,0.0872,-0.0508,453.6728,-20.85,57.3,-51.6,7.65,-49.32,-11.09,2.0,0.97685,72.44,35.779266,-78.684,267.74,NaN,,56.05,22.580645,347.4,16 / 20,425421,2018-03-12 16:28:24:315
